topic,Level0,Level1(Readable_tweet),Level2(Remvoving_weird_data),Level3(removing_html_tags),Level4(removing_hashtags_and_mentions),Level5(removing_links),Level6(removing_punctuations),Level7(Converting_into_lower_case),final_tweets_after_procesing
Kemba,"Status(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'created_at': 'Thu Nov 11 10:53:11 +0000 2021', 'id': 1458749642112487425, 'id_str': '1458749642112487425', 'text': 'Rip lowtax, sorry that you heard It here first. In other news 😳😳, kemba walker is in a slump!', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1401064468797399046, 'id_str': '1401064468797399046', 'name': 'richard knickson', 'screen_name': 'nbabitch1', 'location': '', 'description': 'Knicks fattest fan, NOT affiliated with wearingdickies account, which was destroyed', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 472, 'listed_count': 0, 'created_at': 'Sat Jun 05 06:33:07 +0000 2021', 'favourites_count': 2631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 379, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1401064468797399046/1623025447', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2021, 11, 11, 10, 53, 11), id=1458749642112487425, id_str='1458749642112487425', text='Rip lowtax, sorry that you heard It here first. In other news 😳😳, kemba walker is in a slump!', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, metadata={'iso_language_code': 'en', 'result_type': 'recent'}, source='Twitter for iPhone', source_url='http://twitter.com/download/iphone', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, author=User(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'id': 1401064468797399046, 'id_str': '1401064468797399046', 'name': 'richard knickson', 'screen_name': 'nbabitch1', 'location': '', 'description': 'Knicks fattest fan, NOT affiliated with wearingdickies account, which was destroyed', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 472, 'listed_count': 0, 'created_at': 'Sat Jun 05 06:33:07 +0000 2021', 'favourites_count': 2631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 379, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1401064468797399046/1623025447', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1401064468797399046, id_str='1401064468797399046', name='richard knickson', screen_name='nbabitch1', location='', description='Knicks fattest fan, NOT affiliated with wearingdickies account, which was destroyed', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=8, friends_count=472, listed_count=0, created_at=datetime.datetime(2021, 6, 5, 6, 33, 7), favourites_count=2631, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=379, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1401064468797399046/1623025447', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), user=User(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'id': 1401064468797399046, 'id_str': '1401064468797399046', 'name': 'richard knickson', 'screen_name': 'nbabitch1', 'location': '', 'description': 'Knicks fattest fan, NOT affiliated with wearingdickies account, which was destroyed', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 472, 'listed_count': 0, 'created_at': 'Sat Jun 05 06:33:07 +0000 2021', 'favourites_count': 2631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 379, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1401064468797399046/1623025447', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1401064468797399046, id_str='1401064468797399046', name='richard knickson', screen_name='nbabitch1', location='', description='Knicks fattest fan, NOT affiliated with wearingdickies account, which was destroyed', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=8, friends_count=472, listed_count=0, created_at=datetime.datetime(2021, 6, 5, 6, 33, 7), favourites_count=2631, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=379, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1401696378628288516/-gun_Os2_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1401064468797399046/1623025447', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')","Rip lowtax, sorry that you heard It here first. In other news 😳😳, kemba walker is in a slump!","Rip lowtax, sorry that you heard It here first. In other news , kemba walker is in a slump!","Rip lowtax, sorry that you heard It here first. In other news , kemba walker is in a slump!","Rip lowtax, sorry that you heard It here first. In other news , kemba walker is in a slump!","Rip lowtax, sorry that you heard It here first. In other news , kemba walker is in a slump!",Rip lowtax sorry that you heard It here first In other news kemba walker is in a slump,rip lowtax sorry that you heard it here first in other news kemba walker is in a slump,rip lowtax sorry heard first news kemba walker slump
Kemba,"Status(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'created_at': 'Thu Nov 11 10:46:47 +0000 2021', 'id': 1458748029784277000, 'id_str': '1458748029784277000', 'text': '@DRonESPN @HDumpty39 @RothenbergESPN @ESPNNY98_7FM ""The team is poor defensively"" always follows ""Kemba Walker has… https://t.co/eKTWkvOl2x', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DRonESPN', 'name': 'DiPietro & Rothenberg', 'id': 898609165895127040, 'id_str': '898609165895127040', 'indices': [0, 9]}, {'screen_name': 'HDumpty39', 'name': 'Rick DiPietro', 'id': 534664088, 'id_str': '534664088', 'indices': [10, 20]}, {'screen_name': 'RothenbergESPN', 'name': 'Dave Rothenberg', 'id': 399775775, 'id_str': '399775775', 'indices': [21, 36]}, {'screen_name': 'ESPNNY98_7FM', 'name': '98.7FM ESPN New York', 'id': 129921732, 'id_str': '129921732', 'indices': [37, 50]}], 'urls': [{'url': 'https://t.co/eKTWkvOl2x', 'expanded_url': 'https://twitter.com/i/web/status/1458748029784277000', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1458736263461228544, 'in_reply_to_status_id_str': '1458736263461228544', 'in_reply_to_user_id': 898609165895127040, 'in_reply_to_user_id_str': '898609165895127040', 'in_reply_to_screen_name': 'DRonESPN', 'user': {'id': 741746793902411777, 'id_str': '741746793902411777', 'name': 'Fruity Pebbler', 'screen_name': 'fruity_pebbler', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 16, 'friends_count': 264, 'listed_count': 0, 'created_at': 'Sat Jun 11 21:39:51 +0000 2016', 'favourites_count': 5845, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 7631, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2021, 11, 11, 10, 46, 47), id=1458748029784277000, id_str='1458748029784277000', text='@DRonESPN @HDumpty39 @RothenbergESPN @ESPNNY98_7FM ""The team is poor defensively"" always follows ""Kemba Walker has… https://t.co/eKTWkvOl2x', truncated=True, entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DRonESPN', 'name': 'DiPietro & Rothenberg', 'id': 898609165895127040, 'id_str': '898609165895127040', 'indices': [0, 9]}, {'screen_name': 'HDumpty39', 'name': 'Rick DiPietro', 'id': 534664088, 'id_str': '534664088', 'indices': [10, 20]}, {'screen_name': 'RothenbergESPN', 'name': 'Dave Rothenberg', 'id': 399775775, 'id_str': '399775775', 'indices': [21, 36]}, {'screen_name': 'ESPNNY98_7FM', 'name': '98.7FM ESPN New York', 'id': 129921732, 'id_str': '129921732', 'indices': [37, 50]}], 'urls': [{'url': 'https://t.co/eKTWkvOl2x', 'expanded_url': 'https://twitter.com/i/web/status/1458748029784277000', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, metadata={'iso_language_code': 'en', 'result_type': 'recent'}, source='Twitter for Android', source_url='http://twitter.com/download/android', in_reply_to_status_id=1458736263461228544, in_reply_to_status_id_str='1458736263461228544', in_reply_to_user_id=898609165895127040, in_reply_to_user_id_str='898609165895127040', in_reply_to_screen_name='DRonESPN', author=User(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'id': 741746793902411777, 'id_str': '741746793902411777', 'name': 'Fruity Pebbler', 'screen_name': 'fruity_pebbler', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 16, 'friends_count': 264, 'listed_count': 0, 'created_at': 'Sat Jun 11 21:39:51 +0000 2016', 'favourites_count': 5845, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 7631, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=741746793902411777, id_str='741746793902411777', name='Fruity Pebbler', screen_name='fruity_pebbler', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=16, friends_count=264, listed_count=0, created_at=datetime.datetime(2016, 6, 11, 21, 39, 51), favourites_count=5845, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=7631, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), user=User(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'id': 741746793902411777, 'id_str': '741746793902411777', 'name': 'Fruity Pebbler', 'screen_name': 'fruity_pebbler', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 16, 'friends_count': 264, 'listed_count': 0, 'created_at': 'Sat Jun 11 21:39:51 +0000 2016', 'favourites_count': 5845, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 7631, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=741746793902411777, id_str='741746793902411777', name='Fruity Pebbler', screen_name='fruity_pebbler', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=16, friends_count=264, listed_count=0, created_at=datetime.datetime(2016, 6, 11, 21, 39, 51), favourites_count=5845, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=7631, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1284078945076498432/RtV6Tpbb_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')","@DRonESPN @HDumpty39 @RothenbergESPN @ESPNNY98_7FM ""The team is poor defensively"" always follows ""Kemba Walker has… https://t.co/eKTWkvOl2x","@DRonESPN @HDumpty39 @RothenbergESPN @ESPNNY98_7FM ""The team is poor defensively"" always follows ""Kemba Walker has https://t.co/eKTWkvOl2x","@DRonESPN @HDumpty39 @RothenbergESPN @ESPNNY98_7FM ""The team is poor defensively"" always follows ""Kemba Walker has https://t.co/eKTWkvOl2x","""The team is poor defensively"" always follows ""Kemba Walker has https://t.co/eKTWkvOl2x","""The team is poor defensively"" always follows ""Kemba Walker has","""The team is poor defensively"" always follows ""Kemba Walker has","""the team is poor defensively"" always follows ""kemba walker has","""the team poor defensively"" always follows ""kemba walker"
Kemba,"Status(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'created_at': 'Thu Nov 11 10:44:34 +0000 2021', 'id': 1458747471820058627, 'id_str': '1458747471820058627', 'text': 'Let Kemba run with the bench man. Defense ain’t there to make up for his offensive woes', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3241960766, 'id_str': '3241960766', 'name': 'board man', 'screen_name': 'Supah21', 'location': 'Seattle Fan to the Grave', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 902, 'friends_count': 309, 'listed_count': 22, 'created_at': 'Thu Jun 11 04:50:33 +0000 2015', 'favourites_count': 155345, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 72059, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3241960766/1578271790', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2021, 11, 11, 10, 44, 34), id=1458747471820058627, id_str='1458747471820058627', text='Let Kemba run with the bench man. Defense ain’t there to make up for his offensive woes', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, metadata={'iso_language_code': 'en', 'result_type': 'recent'}, source='Twitter for iPhone', source_url='http://twitter.com/download/iphone', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, author=User(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'id': 3241960766, 'id_str': '3241960766', 'name': 'board man', 'screen_name': 'Supah21', 'location': 'Seattle Fan to the Grave', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 902, 'friends_count': 309, 'listed_count': 22, 'created_at': 'Thu Jun 11 04:50:33 +0000 2015', 'favourites_count': 155345, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 72059, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3241960766/1578271790', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=3241960766, id_str='3241960766', name='board man', screen_name='Supah21', location='Seattle Fan to the Grave', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=902, friends_count=309, listed_count=22, created_at=datetime.datetime(2015, 6, 11, 4, 50, 33), favourites_count=155345, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=72059, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='000000', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/3241960766/1578271790', profile_link_color='19CF86', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), user=User(_api=<tweepy.api.API object at 0x000002528CE52FD0>, _json={'id': 3241960766, 'id_str': '3241960766', 'name': 'board man', 'screen_name': 'Supah21', 'location': 'Seattle Fan to the Grave', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 902, 'friends_count': 309, 'listed_count': 22, 'created_at': 'Thu Jun 11 04:50:33 +0000 2015', 'favourites_count': 155345, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 72059, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3241960766/1578271790', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=3241960766, id_str='3241960766', name='board man', screen_name='Supah21', location='Seattle Fan to the Grave', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=902, friends_count=309, listed_count=22, created_at=datetime.datetime(2015, 6, 11, 4, 50, 33), favourites_count=155345, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=72059, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='000000', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1348137063644680192/bPHcTIUz_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/3241960766/1578271790', profile_link_color='19CF86', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')",Let Kemba run with the bench man. Defense ain’t there to make up for his offensive woes,Let Kemba run with the bench man. Defense aint there to make up for his offensive woes,Let Kemba run with the bench man. Defense aint there to make up for his offensive woes,Let Kemba run with the bench man. Defense aint there to make up for his offensive woes,Let Kemba run with the bench man. Defense aint there to make up for his offensive woes,Let Kemba run with the bench man Defense aint there to make up for his offensive woes,let kemba run with the bench man defense aint there to make up for his offensive woes,let kemba run bench man defense aint make offensive woe
